Source,Target,Type,Weight
175,995,Directed,
175,747,Directed,
175,626,Directed,
175,627,Directed,
175,866,Directed,
175,628,Directed,
175,629,Directed,
175,658,Directed,
175,659,Directed,
175,869,Directed,
175,718,Directed,
175,982,Directed,
175,748,Directed,
175,630,Directed,
175,814,Directed,
175,631,Directed,
175,632,Directed,
175,749,Directed,
175,937,Directed,
175,750,Directed,
175,817,Directed,
175,1037,Directed,
175,633,Directed,
175,682,Directed,
175,634,Directed,
175,789,Directed,
175,635,Directed,
175,662,Directed,
175,751,Directed,
175,752,Directed,
175,674,Directed,
175,753,Directed,
175,924,Directed,
175,871,Directed,
175,636,Directed,
175,708,Directed,
175,1021,Directed,
175,1038,Directed,
175,790,Directed,
175,709,Directed,
175,638,Directed,
175,791,Directed,
175,874,Directed,
175,666,Directed,
175,892,Directed,
175,877,Directed,
175,1006,Directed,
175,879,Directed,
175,880,Directed,
175,819,Directed,
175,793,Directed,
175,1026,Directed,
175,759,Directed,
175,882,Directed,
175,1022,Directed,
175,795,Directed,
175,990,Directed,
175,684,Directed,
175,754,Directed,
175,757,Directed,
175,755,Directed,
175,710,Directed,
175,639,Directed,
175,685,Directed,
175,668,Directed,
175,642,Directed,
175,887,Directed,
175,699,Directed,
175,643,Directed,
175,644,Directed,
175,645,Directed,
175,958,Directed,
175,669,Directed,
175,889,Directed,
175,890,Directed,
175,711,Directed,
175,968,Directed,
175,928,Directed,
175,646,Directed,
175,799,Directed,
175,939,Directed,
175,756,Directed,
175,647,Directed,
175,800,Directed,
175,675,Directed,
175,672,Directed,
175,712,Directed,
175,902,Directed,
175,686,Directed,
175,802,Directed,
175,687,Directed,
175,673,Directed,
175,688,Directed,
175,713,Directed,
175,804,Directed,
175,648,Directed,
175,805,Directed,
175,689,Directed,
176,605,Directed,
176,609,Directed,
176,911,Directed,
176,842,Directed,
176,626,Directed,
176,636,Directed,
176,639,Directed,
176,645,Directed,
176,689,Directed,
177,765,Directed,
177,701,Directed,
177,605,Directed,
177,723,Directed,
177,724,Directed,
177,606,Directed,
177,725,Directed,
177,1039,Directed,
177,609,Directed,
177,831,Directed,
177,953,Directed,
177,954,Directed,
177,614,Directed,
177,694,Directed,
177,695,Directed,
177,676,Directed,
177,733,Directed,
177,677,Directed,
177,956,Directed,
177,678,Directed,
177,615,Directed,
177,735,Directed,
177,704,Directed,
177,705,Directed,
177,807,Directed,
177,738,Directed,
177,619,Directed,
177,957,Directed,
177,744,Directed,
177,706,Directed,
177,862,Directed,
177,784,Directed,
177,626,Directed,
177,629,Directed,
177,786,Directed,
177,632,Directed,
177,681,Directed,
177,633,Directed,
177,682,Directed,
177,707,Directed,
177,810,Directed,
177,636,Directed,
177,708,Directed,
177,638,Directed,
177,791,Directed,
177,759,Directed,
177,882,Directed,
177,1040,Directed,
177,683,Directed,
177,795,Directed,
177,990,Directed,
177,684,Directed,
177,754,Directed,
177,757,Directed,
177,639,Directed,
177,685,Directed,
177,958,Directed,
177,799,Directed,
177,1009,Directed,
177,800,Directed,
177,686,Directed,
177,687,Directed,
177,688,Directed,
177,713,Directed,
177,805,Directed,
177,689,Directed,
178,613,Directed,
178,655,Directed,
178,647,Directed,
179,733,Directed,
179,626,Directed,
180,836,Directed,
180,715,Directed,
180,621,Directed,
180,657,Directed,
180,906,Directed,
180,630,Directed,
180,884,Directed,
180,668,Directed,
180,641,Directed,
180,669,Directed,
181,758,Directed,
181,606,Directed,
181,760,Directed,
181,609,Directed,
181,610,Directed,
181,611,Directed,
181,1027,Directed,
181,614,Directed,
181,840,Directed,
181,733,Directed,
181,734,Directed,
181,615,Directed,
181,679,Directed,
181,736,Directed,
181,617,Directed,
181,652,Directed,
181,738,Directed,
181,739,Directed,
181,620,Directed,
181,621,Directed,
181,622,Directed,
181,859,Directed,
181,657,Directed,
181,623,Directed,
181,624,Directed,
181,706,Directed,
181,783,Directed,
181,625,Directed,
181,747,Directed,
181,627,Directed,
181,899,Directed,
181,629,Directed,
181,658,Directed,
181,632,Directed,
181,633,Directed,
181,682,Directed,
181,634,Directed,
181,662,Directed,
181,751,Directed,
181,636,Directed,
181,816,Directed,
181,908,Directed,
181,638,Directed,
181,819,Directed,
181,757,Directed,
181,755,Directed,
181,639,Directed,
181,884,Directed,
181,641,Directed,
181,642,Directed,
181,643,Directed,
181,645,Directed,
181,799,Directed,
181,647,Directed,
181,902,Directed,
182,611,Directed,
182,739,Directed,
182,658,Directed,
183,765,Directed,
183,701,Directed,
183,605,Directed,
183,724,Directed,
183,606,Directed,
183,608,Directed,
183,691,Directed,
183,824,Directed,
183,609,Directed,
183,611,Directed,
183,727,Directed,
183,831,Directed,
183,729,Directed,
183,772,Directed,
183,612,Directed,
183,613,Directed,
183,934,Directed,
183,730,Directed,
183,777,Directed,
183,840,Directed,
183,733,Directed,
183,677,Directed,
183,842,Directed,
183,615,Directed,
183,844,Directed,
183,704,Directed,
183,616,Directed,
183,846,Directed,
183,705,Directed,
183,652,Directed,
183,738,Directed,
183,653,Directed,
183,619,Directed,
183,620,Directed,
183,975,Directed,
183,621,Directed,
183,622,Directed,
183,741,Directed,
183,623,Directed,
183,624,Directed,
183,746,Directed,
183,783,Directed,
183,747,Directed,
183,627,Directed,
183,658,Directed,
183,718,Directed,
183,630,Directed,
183,632,Directed,
183,749,Directed,
183,967,Directed,
183,633,Directed,
183,682,Directed,
183,634,Directed,
183,871,Directed,
183,636,Directed,
183,708,Directed,
183,791,Directed,
183,892,Directed,
183,878,Directed,
183,639,Directed,
183,641,Directed,
183,642,Directed,
183,645,Directed,
183,764,Directed,
183,671,Directed,
183,646,Directed,
183,647,Directed,
183,672,Directed,
183,648,Directed,
183,805,Directed,
183,689,Directed,
184,701,Directed,
184,605,Directed,
184,821,Directed,
184,972,Directed,
184,606,Directed,
184,608,Directed,
184,932,Directed,
184,690,Directed,
184,691,Directed,
184,649,Directed,
184,824,Directed,
184,826,Directed,
184,829,Directed,
184,714,Directed,
184,611,Directed,
184,830,Directed,
184,910,Directed,
184,728,Directed,
184,831,Directed,
184,729,Directed,
184,612,Directed,
184,693,Directed,
184,773,Directed,
184,912,Directed,
184,933,Directed,
184,613,Directed,
184,934,Directed,
184,835,Directed,
184,836,Directed,
184,1041,Directed,
184,730,Directed,
184,614,Directed,
184,838,Directed,
184,732,Directed,
184,839,Directed,
184,840,Directed,
184,733,Directed,
184,677,Directed,
184,1030,Directed,
184,734,Directed,
184,651,Directed,
184,842,Directed,
184,615,Directed,
184,843,Directed,
184,735,Directed,
184,844,Directed,
184,704,Directed,
184,616,Directed,
184,846,Directed,
184,847,Directed,
184,652,Directed,
184,738,Directed,
184,653,Directed,
184,849,Directed,
184,739,Directed,
184,619,Directed,
184,620,Directed,
184,851,Directed,
184,655,Directed,
184,975,Directed,
184,621,Directed,
184,853,Directed,
184,740,Directed,
184,656,Directed,
184,741,Directed,
184,856,Directed,
184,858,Directed,
184,859,Directed,
184,917,Directed,
184,657,Directed,
184,860,Directed,
184,716,Directed,
184,861,Directed,
184,624,Directed,
184,706,Directed,
184,863,Directed,
184,717,Directed,
184,907,Directed,
184,783,Directed,
184,625,Directed,
184,747,Directed,
184,905,Directed,
184,906,Directed,
184,627,Directed,
184,866,Directed,
184,658,Directed,
184,659,Directed,
184,660,Directed,
184,718,Directed,
184,748,Directed,
184,632,Directed,
184,749,Directed,
184,817,Directed,
184,681,Directed,
184,633,Directed,
184,634,Directed,
184,719,Directed,
184,662,Directed,
184,751,Directed,
184,752,Directed,
184,871,Directed,
184,636,Directed,
184,708,Directed,
184,872,Directed,
184,875,Directed,
184,666,Directed,
184,876,Directed,
184,892,Directed,
184,667,Directed,
184,878,Directed,
184,879,Directed,
184,880,Directed,
184,819,Directed,
184,639,Directed,
184,884,Directed,
184,668,Directed,
184,641,Directed,
184,642,Directed,
184,1042,Directed,
184,645,Directed,
184,764,Directed,
184,669,Directed,
184,670,Directed,
184,671,Directed,
184,646,Directed,
184,891,Directed,
184,756,Directed,
184,969,Directed,
184,647,Directed,
184,721,Directed,
184,672,Directed,
184,673,Directed,
184,804,Directed,
184,648,Directed,
184,930,Directed,
184,805,Directed,
184,689,Directed,
185,772,Directed,
185,774,Directed,
185,735,Directed,
185,623,Directed,
186,758,Directed,
186,701,Directed,
186,605,Directed,
186,823,Directed,
186,972,Directed,
186,608,Directed,
186,691,Directed,
186,611,Directed,
186,692,Directed,
186,693,Directed,
186,774,Directed,
186,836,Directed,
186,614,Directed,
186,732,Directed,
186,778,Directed,
186,677,Directed,
186,734,Directed,
186,615,Directed,
186,735,Directed,
186,844,Directed,
186,704,Directed,
186,617,Directed,
186,847,Directed,
186,652,Directed,
186,738,Directed,
186,653,Directed,
186,739,Directed,
186,620,Directed,
186,655,Directed,
186,740,Directed,
186,741,Directed,
186,858,Directed,
186,744,Directed,
186,657,Directed,
186,623,Directed,
186,624,Directed,
186,746,Directed,
186,783,Directed,
186,747,Directed,
186,629,Directed,
186,867,Directed,
186,718,Directed,
186,748,Directed,
186,749,Directed,
186,633,Directed,
186,682,Directed,
186,662,Directed,
186,720,Directed,
186,674,Directed,
186,636,Directed,
186,708,Directed,
186,666,Directed,
186,892,Directed,
186,878,Directed,
186,792,Directed,
186,881,Directed,
186,819,Directed,
186,759,Directed,
186,755,Directed,
186,639,Directed,
186,640,Directed,
186,641,Directed,
186,642,Directed,
186,643,Directed,
186,644,Directed,
186,645,Directed,
186,764,Directed,
186,670,Directed,
186,671,Directed,
186,646,Directed,
186,647,Directed,
186,929,Directed,
186,672,Directed,
186,648,Directed,
187,703,Directed,
187,614,Directed,
188,701,Directed,
188,608,Directed,
188,732,Directed,
188,652,Directed,
188,859,Directed,
188,863,Directed,
188,906,Directed,
188,659,Directed,
188,718,Directed,
188,921,Directed,
188,633,Directed,
188,720,Directed,
188,883,Directed,
188,668,Directed,
188,641,Directed,
188,646,Directed,
188,647,Directed,
188,648,Directed,
189,821,Directed,
189,912,Directed,
189,651,Directed,
189,739,Directed,
189,851,Directed,
189,657,Directed,
189,871,Directed,
189,666,Directed,
189,668,Directed,
189,930,Directed,
190,708,Directed,
190,926,Directed,
191,765,Directed,
191,701,Directed,
191,605,Directed,
191,976,Directed,
191,724,Directed,
191,606,Directed,
191,607,Directed,
191,770,Directed,
191,727,Directed,
191,772,Directed,
191,773,Directed,
191,774,Directed,
191,775,Directed,
191,731,Directed,
191,614,Directed,
191,777,Directed,
191,695,Directed,
191,733,Directed,
191,677,Directed,
191,678,Directed,
191,897,Directed,
191,615,Directed,
191,735,Directed,
191,704,Directed,
191,736,Directed,
191,705,Directed,
191,807,Directed,
191,738,Directed,
191,780,Directed,
191,761,Directed,
191,744,Directed,
191,623,Directed,
191,706,Directed,
191,862,Directed,
191,782,Directed,
191,783,Directed,
191,784,Directed,
191,626,Directed,
191,629,Directed,
191,785,Directed,
191,786,Directed,
191,632,Directed,
191,633,Directed,
191,662,Directed,
191,751,Directed,
191,707,Directed,
191,636,Directed,
191,708,Directed,
191,790,Directed,
191,791,Directed,
191,792,Directed,
191,793,Directed,
191,759,Directed,
191,882,Directed,
191,795,Directed,
191,754,Directed,
191,796,Directed,
191,797,Directed,
191,757,Directed,
191,755,Directed,
191,710,Directed,
191,639,Directed,
191,641,Directed,
191,642,Directed,
191,699,Directed,
191,644,Directed,
191,764,Directed,
191,647,Directed,
191,800,Directed,
191,712,Directed,
191,803,Directed,
191,804,Directed,
191,805,Directed,
191,689,Directed,
192,931,Directed,
192,701,Directed,
192,605,Directed,
192,821,Directed,
192,823,Directed,
192,606,Directed,
192,608,Directed,
192,690,Directed,
192,1011,Directed,
192,726,Directed,
192,691,Directed,
192,824,Directed,
192,829,Directed,
192,714,Directed,
192,611,Directed,
192,728,Directed,
192,729,Directed,
192,693,Directed,
192,912,Directed,
192,933,Directed,
192,613,Directed,
192,934,Directed,
192,1043,Directed,
192,762,Directed,
192,835,Directed,
192,836,Directed,
192,730,Directed,
192,614,Directed,
192,732,Directed,
192,839,Directed,
192,733,Directed,
192,778,Directed,
192,677,Directed,
192,734,Directed,
192,841,Directed,
192,650,Directed,
192,909,Directed,
192,842,Directed,
192,735,Directed,
192,616,Directed,
192,736,Directed,
192,847,Directed,
192,652,Directed,
192,715,Directed,
192,653,Directed,
192,739,Directed,
192,620,Directed,
192,654,Directed,
192,851,Directed,
192,964,Directed,
192,655,Directed,
192,1044,Directed,
192,621,Directed,
192,853,Directed,
192,740,Directed,
192,916,Directed,
192,656,Directed,
192,856,Directed,
192,858,Directed,
192,859,Directed,
192,917,Directed,
192,657,Directed,
192,860,Directed,
192,716,Directed,
192,1013,Directed,
192,863,Directed,
192,1045,Directed,
192,783,Directed,
192,625,Directed,
192,995,Directed,
192,865,Directed,
192,905,Directed,
192,906,Directed,
192,627,Directed,
192,866,Directed,
192,628,Directed,
192,867,Directed,
192,658,Directed,
192,659,Directed,
192,806,Directed,
192,869,Directed,
192,718,Directed,
192,630,Directed,
192,943,Directed,
192,920,Directed,
192,936,Directed,
192,632,Directed,
192,749,Directed,
192,1016,Directed,
192,817,Directed,
192,633,Directed,
192,719,Directed,
192,661,Directed,
192,662,Directed,
192,752,Directed,
192,720,Directed,
192,871,Directed,
192,708,Directed,
192,872,Directed,
192,665,Directed,
192,638,Directed,
192,666,Directed,
192,876,Directed,
192,892,Directed,
192,878,Directed,
192,879,Directed,
192,881,Directed,
192,884,Directed,
192,668,Directed,
192,641,Directed,
192,642,Directed,
192,645,Directed,
192,927,Directed,
192,764,Directed,
192,669,Directed,
192,670,Directed,
192,671,Directed,
192,646,Directed,
192,891,Directed,
192,756,Directed,
192,647,Directed,
192,721,Directed,
192,673,Directed,
192,648,Directed,
192,689,Directed,
193,931,Directed,
193,701,Directed,
193,605,Directed,
193,606,Directed,
193,690,Directed,
193,828,Directed,
193,611,Directed,
193,910,Directed,
193,728,Directed,
193,692,Directed,
193,693,Directed,
193,933,Directed,
193,613,Directed,
193,762,Directed,
193,835,Directed,
193,732,Directed,
193,733,Directed,
193,778,Directed,
193,651,Directed,
193,615,Directed,
193,704,Directed,
193,616,Directed,
193,736,Directed,
193,653,Directed,
193,620,Directed,
193,655,Directed,
193,853,Directed,
193,741,Directed,
193,783,Directed,
193,747,Directed,
193,658,Directed,
193,718,Directed,
193,1005,Directed,
193,748,Directed,
193,749,Directed,
193,681,Directed,
193,633,Directed,
193,662,Directed,
193,751,Directed,
193,708,Directed,
193,872,Directed,
193,892,Directed,
193,819,Directed,
193,757,Directed,
193,639,Directed,
193,641,Directed,
193,642,Directed,
193,1042,Directed,
193,643,Directed,
193,671,Directed,
193,646,Directed,
193,756,Directed,
193,647,Directed,
193,648,Directed,
193,805,Directed,
193,689,Directed,
194,1025,Directed,
194,614,Directed,
194,717,Directed,
194,865,Directed,
194,906,Directed,
194,660,Directed,
194,708,Directed,
194,763,Directed,
195,820,Directed,
195,605,Directed,
195,690,Directed,
195,829,Directed,
195,762,Directed,
195,836,Directed,
195,818,Directed,
195,614,Directed,
195,732,Directed,
195,704,Directed,
195,616,Directed,
195,846,Directed,
195,847,Directed,
195,653,Directed,
195,739,Directed,
195,655,Directed,
195,656,Directed,
195,858,Directed,
195,744,Directed,
195,917,Directed,
195,657,Directed,
195,716,Directed,
195,624,Directed,
195,863,Directed,
195,625,Directed,
195,627,Directed,
195,658,Directed,
195,662,Directed,
195,871,Directed,
195,708,Directed,
195,872,Directed,
195,908,Directed,
195,666,Directed,
195,876,Directed,
195,879,Directed,
195,884,Directed,
195,668,Directed,
195,641,Directed,
195,645,Directed,
195,764,Directed,
195,669,Directed,
195,670,Directed,
195,671,Directed,
195,646,Directed,
195,721,Directed,
195,675,Directed,
195,946,Directed,
195,1046,Directed,
195,648,Directed,
196,701,Directed,
196,894,Directed,
196,605,Directed,
196,722,Directed,
196,723,Directed,
196,822,Directed,
196,724,Directed,
196,606,Directed,
196,1047,Directed,
196,766,Directed,
196,607,Directed,
196,690,Directed,
196,726,Directed,
196,691,Directed,
196,824,Directed,
196,769,Directed,
196,609,Directed,
196,610,Directed,
196,611,Directed,
196,830,Directed,
196,727,Directed,
196,771,Directed,
196,729,Directed,
196,772,Directed,
196,612,Directed,
196,693,Directed,
196,613,Directed,
196,834,Directed,
196,731,Directed,
196,614,Directed,
196,695,Directed,
196,677,Directed,
196,956,Directed,
196,842,Directed,
196,735,Directed,
196,844,Directed,
196,704,Directed,
196,616,Directed,
196,736,Directed,
196,617,Directed,
196,705,Directed,
196,652,Directed,
196,807,Directed,
196,779,Directed,
196,738,Directed,
196,653,Directed,
196,620,Directed,
196,812,Directed,
196,655,Directed,
196,813,Directed,
196,622,Directed,
196,856,Directed,
196,743,Directed,
196,744,Directed,
196,745,Directed,
196,860,Directed,
196,623,Directed,
196,624,Directed,
196,706,Directed,
196,746,Directed,
196,783,Directed,
196,625,Directed,
196,747,Directed,
196,626,Directed,
196,627,Directed,
196,899,Directed,
196,628,Directed,
196,718,Directed,
196,630,Directed,
196,814,Directed,
196,631,Directed,
196,632,Directed,
196,817,Directed,
196,681,Directed,
196,633,Directed,
196,682,Directed,
196,662,Directed,
196,751,Directed,
196,752,Directed,
196,674,Directed,
196,636,Directed,
196,708,Directed,
196,816,Directed,
196,709,Directed,
196,638,Directed,
196,666,Directed,
196,892,Directed,
196,879,Directed,
196,819,Directed,
196,795,Directed,
196,757,Directed,
196,710,Directed,
196,639,Directed,
196,641,Directed,
196,642,Directed,
196,643,Directed,
196,644,Directed,
196,645,Directed,
196,764,Directed,
196,798,Directed,
196,671,Directed,
196,647,Directed,
196,672,Directed,
196,802,Directed,
196,688,Directed,
196,804,Directed,
196,689,Directed,
197,722,Directed,
197,677,Directed,
197,738,Directed,
197,706,Directed,
197,641,Directed,
198,691,Directed,
198,940,Directed,
198,714,Directed,
198,611,Directed,
198,836,Directed,
198,839,Directed,
198,842,Directed,
198,735,Directed,
198,653,Directed,
198,739,Directed,
198,655,Directed,
198,859,Directed,
198,659,Directed,
198,630,Directed,
198,661,Directed,
198,872,Directed,
198,666,Directed,
198,641,Directed,
198,927,Directed,
198,646,Directed,
198,647,Directed,
198,648,Directed,
199,722,Directed,
199,751,Directed,
199,892,Directed,
199,755,Directed,
199,710,Directed,
199,641,Directed,
199,642,Directed,
199,764,Directed,
200,739,Directed,
200,718,Directed,
201,724,Directed,
201,951,Directed,
202,605,Directed,
202,722,Directed,
202,823,Directed,
202,611,Directed,
202,728,Directed,
202,731,Directed,
202,614,Directed,
202,811,Directed,
202,956,Directed,
202,615,Directed,
202,679,Directed,
202,652,Directed,
202,807,Directed,
202,761,Directed,
202,742,Directed,
202,744,Directed,
202,706,Directed,
202,662,Directed,
202,636,Directed,
202,708,Directed,
202,638,Directed,
202,879,Directed,
202,757,Directed,
202,711,Directed,
202,712,Directed,
202,689,Directed,
203,821,Directed,
203,762,Directed,
203,739,Directed,
203,655,Directed,
203,658,Directed,
204,774,Directed,
205,765,Directed,
205,701,Directed,
205,894,Directed,
205,605,Directed,
205,722,Directed,
205,723,Directed,
205,976,Directed,
205,724,Directed,
205,606,Directed,
205,702,Directed,
205,760,Directed,
205,607,Directed,
205,725,Directed,
205,951,Directed,
205,768,Directed,
205,691,Directed,
205,824,Directed,
205,769,Directed,
205,827,Directed,
205,610,Directed,
205,611,Directed,
205,727,Directed,
205,771,Directed,
205,612,Directed,
205,774,Directed,
205,776,Directed,
205,731,Directed,
205,614,Directed,
205,777,Directed,
205,838,Directed,
205,694,Directed,
205,733,Directed,
205,778,Directed,
205,677,Directed,
205,999,Directed,
205,650,Directed,
205,913,Directed,
205,842,Directed,
205,615,Directed,
205,679,Directed,
205,735,Directed,
205,736,Directed,
205,705,Directed,
205,848,Directed,
205,652,Directed,
205,807,Directed,
205,738,Directed,
205,619,Directed,
205,620,Directed,
205,812,Directed,
205,761,Directed,
205,621,Directed,
205,853,Directed,
205,622,Directed,
205,741,Directed,
205,856,Directed,
205,742,Directed,
205,744,Directed,
205,623,Directed,
205,706,Directed,
205,862,Directed,
205,907,Directed,
205,746,Directed,
205,783,Directed,
205,784,Directed,
205,626,Directed,
205,627,Directed,
205,629,Directed,
205,786,Directed,
205,748,Directed,
205,814,Directed,
205,631,Directed,
205,632,Directed,
205,923,Directed,
205,750,Directed,
205,681,Directed,
205,633,Directed,
205,682,Directed,
205,634,Directed,
205,789,Directed,
205,662,Directed,
205,751,Directed,
205,752,Directed,
205,674,Directed,
205,753,Directed,
205,636,Directed,
205,708,Directed,
205,790,Directed,
205,816,Directed,
205,709,Directed,
205,637,Directed,
205,638,Directed,
205,791,Directed,
205,892,Directed,
205,1006,Directed,
205,795,Directed,
205,754,Directed,
205,796,Directed,
205,757,Directed,
205,755,Directed,
205,710,Directed,
205,639,Directed,
205,808,Directed,
205,685,Directed,
205,641,Directed,
205,642,Directed,
205,699,Directed,
205,644,Directed,
205,645,Directed,
205,764,Directed,
205,889,Directed,
205,798,Directed,
205,901,Directed,
205,799,Directed,
205,647,Directed,
205,1009,Directed,
205,1048,Directed,
205,686,Directed,
205,802,Directed,
205,687,Directed,
205,804,Directed,
205,805,Directed,
205,689,Directed,
206,605,Directed,
206,722,Directed,
206,766,Directed,
206,727,Directed,
206,773,Directed,
206,762,Directed,
206,615,Directed,
206,736,Directed,
206,617,Directed,
206,807,Directed,
206,653,Directed,
206,853,Directed,
206,741,Directed,
206,744,Directed,
206,625,Directed,
206,626,Directed,
206,899,Directed,
206,751,Directed,
206,638,Directed,
206,666,Directed,
206,879,Directed,
206,755,Directed,
206,710,Directed,
206,639,Directed,
206,641,Directed,
207,701,Directed,
207,691,Directed,
207,735,Directed,
207,916,Directed,
207,859,Directed,
207,863,Directed,
207,641,Directed,
207,671,Directed,
208,701,Directed,
208,605,Directed,
208,691,Directed,
208,692,Directed,
208,730,Directed,
208,614,Directed,
208,651,Directed,
208,842,Directed,
208,653,Directed,
208,853,Directed,
208,746,Directed,
208,747,Directed,
208,636,Directed,
208,643,Directed,
208,671,Directed,
209,769,Directed,
209,611,Directed,
209,613,Directed,
209,614,Directed,
209,840,Directed,
209,651,Directed,
209,615,Directed,
209,653,Directed,
209,622,Directed,
209,706,Directed,
209,784,Directed,
209,625,Directed,
209,747,Directed,
209,632,Directed,
209,817,Directed,
209,636,Directed,
209,708,Directed,
209,790,Directed,
209,638,Directed,
209,795,Directed,
209,639,Directed,
209,646,Directed,
210,701,Directed,
210,821,Directed,
210,823,Directed,
210,608,Directed,
210,932,Directed,
210,690,Directed,
210,691,Directed,
210,649,Directed,
210,824,Directed,
210,940,Directed,
210,826,Directed,
210,960,Directed,
210,829,Directed,
210,714,Directed,
210,611,Directed,
210,728,Directed,
210,912,Directed,
210,613,Directed,
210,934,Directed,
210,835,Directed,
210,836,Directed,
210,614,Directed,
210,837,Directed,
210,903,Directed,
210,732,Directed,
210,839,Directed,
210,733,Directed,
210,778,Directed,
210,677,Directed,
210,1030,Directed,
210,841,Directed,
210,650,Directed,
210,913,Directed,
210,651,Directed,
210,842,Directed,
210,615,Directed,
210,914,Directed,
210,616,Directed,
210,847,Directed,
210,652,Directed,
210,715,Directed,
210,653,Directed,
210,739,Directed,
210,619,Directed,
210,654,Directed,
210,851,Directed,
210,655,Directed,
210,1044,Directed,
210,852,Directed,
210,853,Directed,
210,740,Directed,
210,855,Directed,
210,994,Directed,
210,858,Directed,
210,859,Directed,
210,904,Directed,
210,657,Directed,
210,919,Directed,
210,863,Directed,
210,1045,Directed,
210,783,Directed,
210,625,Directed,
210,747,Directed,
210,906,Directed,
210,627,Directed,
210,866,Directed,
210,628,Directed,
210,867,Directed,
210,658,Directed,
210,659,Directed,
210,806,Directed,
210,869,Directed,
210,660,Directed,
210,718,Directed,
210,748,Directed,
210,630,Directed,
210,920,Directed,
210,1049,Directed,
210,749,Directed,
210,937,Directed,
210,817,Directed,
210,681,Directed,
210,633,Directed,
210,719,Directed,
210,661,Directed,
210,662,Directed,
210,720,Directed,
210,871,Directed,
210,708,Directed,
210,666,Directed,
210,996,Directed,
210,876,Directed,
210,892,Directed,
210,877,Directed,
210,878,Directed,
210,879,Directed,
210,881,Directed,
210,819,Directed,
210,639,Directed,
210,884,Directed,
210,668,Directed,
210,641,Directed,
210,642,Directed,
210,886,Directed,
210,645,Directed,
210,764,Directed,
210,670,Directed,
210,671,Directed,
210,646,Directed,
210,939,Directed,
210,647,Directed,
210,721,Directed,
210,929,Directed,
210,945,Directed,
210,946,Directed,
210,673,Directed,
210,804,Directed,
210,648,Directed,
210,689,Directed,
211,606,Directed,
211,735,Directed,
211,704,Directed,
211,759,Directed,
211,711,Directed,
211,1009,Directed,
212,701,Directed,
212,959,Directed,
212,724,Directed,
212,606,Directed,
212,766,Directed,
212,607,Directed,
212,725,Directed,
212,951,Directed,
212,691,Directed,
212,769,Directed,
212,609,Directed,
212,610,Directed,
212,611,Directed,
212,727,Directed,
212,771,Directed,
212,911,Directed,
212,775,Directed,
212,731,Directed,
212,614,Directed,
212,695,Directed,
212,778,Directed,
212,677,Directed,
212,615,Directed,
212,735,Directed,
212,704,Directed,
212,779,Directed,
212,739,Directed,
212,621,Directed,
212,622,Directed,
212,744,Directed,
212,745,Directed,
212,623,Directed,
212,624,Directed,
212,706,Directed,
212,783,Directed,
212,784,Directed,
212,626,Directed,
212,627,Directed,
212,949,Directed,
212,748,Directed,
212,632,Directed,
212,682,Directed,
212,662,Directed,
212,751,Directed,
212,810,Directed,
212,753,Directed,
212,924,Directed,
212,636,Directed,
212,708,Directed,
212,790,Directed,
212,709,Directed,
212,892,Directed,
212,819,Directed,
212,794,Directed,
212,795,Directed,
212,639,Directed,
212,641,Directed,
212,699,Directed,
212,764,Directed,
212,799,Directed,
212,800,Directed,
212,675,Directed,
212,686,Directed,
212,805,Directed,
212,689,Directed,
213,691,Directed,
213,609,Directed,
213,714,Directed,
213,611,Directed,
213,613,Directed,
213,614,Directed,
213,615,Directed,
213,616,Directed,
213,655,Directed,
213,746,Directed,
213,625,Directed,
213,659,Directed,
213,943,Directed,
213,661,Directed,
213,752,Directed,
213,708,Directed,
213,671,Directed,
213,648,Directed,
214,606,Directed,
214,769,Directed,
214,731,Directed,
214,840,Directed,
214,615,Directed,
214,680,Directed,
214,757,Directed,
214,639,Directed,
214,647,Directed,
215,610,Directed,
215,744,Directed,
215,631,Directed,
215,632,Directed,
215,636,Directed,
215,644,Directed,
215,804,Directed,
216,701,Directed,
216,714,Directed,
216,736,Directed,
216,655,Directed,
216,919,Directed,
216,866,Directed,
216,662,Directed,
216,642,Directed,
217,765,Directed,
217,701,Directed,
217,894,Directed,
217,605,Directed,
217,722,Directed,
217,723,Directed,
217,976,Directed,
217,724,Directed,
217,606,Directed,
217,951,Directed,
217,610,Directed,
217,611,Directed,
217,727,Directed,
217,831,Directed,
217,774,Directed,
217,776,Directed,
217,614,Directed,
217,777,Directed,
217,694,Directed,
217,695,Directed,
217,676,Directed,
217,733,Directed,
217,677,Directed,
217,956,Directed,
217,678,Directed,
217,650,Directed,
217,615,Directed,
217,679,Directed,
217,735,Directed,
217,844,Directed,
217,704,Directed,
217,736,Directed,
217,737,Directed,
217,652,Directed,
217,779,Directed,
217,738,Directed,
217,898,Directed,
217,620,Directed,
217,680,Directed,
217,621,Directed,
217,856,Directed,
217,744,Directed,
217,624,Directed,
217,625,Directed,
217,626,Directed,
217,627,Directed,
217,628,Directed,
217,629,Directed,
217,786,Directed,
217,748,Directed,
217,631,Directed,
217,632,Directed,
217,749,Directed,
217,681,Directed,
217,633,Directed,
217,682,Directed,
217,634,Directed,
217,789,Directed,
217,662,Directed,
217,751,Directed,
217,752,Directed,
217,810,Directed,
217,753,Directed,
217,636,Directed,
217,708,Directed,
217,790,Directed,
217,816,Directed,
217,709,Directed,
217,638,Directed,
217,791,Directed,
217,892,Directed,
