Source,Target,Type,Weight
16,778,Directed,0.02922112422
16,677,Directed,0.05800464037
16,678,Directed,0.05378151261
16,735,Directed,0.02162629758
16,704,Directed,0.04393069932
16,617,Directed,0.01041666667
16,737,Directed,0.01023751024
16,705,Directed,0.04804804805
16,779,Directed,0.03821169278
16,738,Directed,0.0483526744
16,780,Directed,0.009259259259
16,680,Directed,0.02554931017
16,761,Directed,0.09768350544
16,621,Directed,0.02685573101
16,781,Directed,0.05034612964
16,744,Directed,0.06054664975
16,623,Directed,0.01827522489
16,624,Directed,0.03159391291
16,706,Directed,0.01246105919
16,782,Directed,
16,783,Directed,
16,784,Directed,
16,626,Directed,
16,785,Directed,
16,786,Directed,
16,787,Directed,
16,632,Directed,
16,788,Directed,
16,681,Directed,
16,633,Directed,
16,682,Directed,
16,789,Directed,
16,662,Directed,
16,751,Directed,
16,707,Directed,
16,753,Directed,
16,636,Directed,
16,708,Directed,
16,790,Directed,
16,709,Directed,
16,791,Directed,
16,792,Directed,
16,793,Directed,
16,794,Directed,
16,759,Directed,
16,795,Directed,
16,796,Directed,
16,797,Directed,
16,757,Directed,
16,755,Directed,
16,710,Directed,
16,639,Directed,
16,642,Directed,
16,644,Directed,
16,798,Directed,
16,799,Directed,
16,647,Directed,
16,800,Directed,
16,686,Directed,
16,801,Directed,
16,802,Directed,
16,803,Directed,
16,804,Directed,
16,805,Directed,
16,689,Directed,
17,739,Directed,
17,806,Directed,
18,695,Directed,
18,792,Directed,
18,639,Directed,
19,701,Directed,
19,605,Directed,
19,689,Directed,
20,765,Directed,
20,701,Directed,
20,605,Directed,
20,694,Directed,
20,695,Directed,
20,705,Directed,
20,807,Directed,
20,744,Directed,
20,706,Directed,
20,632,Directed,
20,681,Directed,
20,636,Directed,
20,710,Directed,
20,808,Directed,
20,642,Directed,
20,799,Directed,
20,809,Directed,
20,804,Directed,
21,772,Directed,
21,621,Directed,
21,624,Directed,
21,626,Directed,
21,647,Directed,
22,765,Directed,
22,701,Directed,
22,723,Directed,
22,606,Directed,
22,702,Directed,
22,607,Directed,
22,725,Directed,
22,610,Directed,
22,772,Directed,
22,612,Directed,
22,731,Directed,
22,695,Directed,
22,733,Directed,
22,677,Directed,
22,615,Directed,
22,679,Directed,
22,735,Directed,
22,705,Directed,
22,738,Directed,
22,621,Directed,
22,623,Directed,
22,624,Directed,
22,706,Directed,
22,784,Directed,
22,626,Directed,
22,631,Directed,
22,632,Directed,
22,681,Directed,
22,633,Directed,
22,682,Directed,
22,789,Directed,
22,707,Directed,
22,810,Directed,
22,636,Directed,
22,709,Directed,
22,638,Directed,
22,791,Directed,
22,792,Directed,
22,796,Directed,
22,797,Directed,
22,639,Directed,
22,699,Directed,
22,798,Directed,
22,647,Directed,
23,724,Directed,
23,754,Directed,
24,701,Directed,
24,605,Directed,
24,722,Directed,
24,702,Directed,
24,731,Directed,
24,614,Directed,
24,811,Directed,
24,695,Directed,
24,733,Directed,
24,677,Directed,
24,704,Directed,
24,617,Directed,
24,738,Directed,
24,812,Directed,
24,761,Directed,
24,813,Directed,
24,742,Directed,
24,706,Directed,
24,629,Directed,
24,814,Directed,
24,631,Directed,
24,632,Directed,
24,788,Directed,
24,681,Directed,
24,662,Directed,
24,751,Directed,
24,636,Directed,
24,708,Directed,
24,790,Directed,
24,638,Directed,
24,698,Directed,
24,684,Directed,
24,710,Directed,
24,639,Directed,
24,642,Directed,
24,699,Directed,
24,711,Directed,
24,815,Directed,
24,799,Directed,
24,647,Directed,
25,723,Directed,
25,694,Directed,
25,615,Directed,
25,619,Directed,
25,788,Directed,
25,682,Directed,
25,707,Directed,
25,810,Directed,
25,816,Directed,
25,639,Directed,
25,689,Directed,
26,701,Directed,
26,760,Directed,
26,774,Directed,
26,614,Directed,
26,811,Directed,
26,677,Directed,
26,615,Directed,
26,621,Directed,
26,625,Directed,
26,631,Directed,
26,817,Directed,
26,634,Directed,
26,636,Directed,
26,638,Directed,
26,639,Directed,
26,642,Directed,
26,711,Directed,
26,689,Directed,
27,765,Directed,
27,725,Directed,
27,610,Directed,
27,703,Directed,
27,818,Directed,
27,731,Directed,
27,614,Directed,
27,777,Directed,
27,677,Directed,
27,615,Directed,
27,704,Directed,
27,705,Directed,
27,621,Directed,
27,624,Directed,
27,631,Directed,
27,632,Directed,
27,633,Directed,
27,636,Directed,
27,790,Directed,
27,819,Directed,
27,755,Directed,
27,644,Directed,
27,647,Directed,
28,820,Directed,
28,758,Directed,
28,700,Directed,
28,765,Directed,
28,701,Directed,
28,605,Directed,
28,821,Directed,
28,722,Directed,
28,723,Directed,
28,822,Directed,
28,823,Directed,
28,724,Directed,
28,606,Directed,
28,766,Directed,
28,760,Directed,
28,607,Directed,
28,608,Directed,
28,725,Directed,
28,690,Directed,
28,726,Directed,
28,691,Directed,
28,824,Directed,
28,825,Directed,
28,826,Directed,
28,769,Directed,
28,827,Directed,
28,828,Directed,
28,609,Directed,
28,829,Directed,
28,714,Directed,
28,610,Directed,
28,770,Directed,
28,611,Directed,
28,830,Directed,
28,727,Directed,
28,728,Directed,
28,831,Directed,
28,729,Directed,
28,693,Directed,
28,773,Directed,
28,613,Directed,
28,832,Directed,
28,833,Directed,
28,834,Directed,
28,835,Directed,
28,836,Directed,
28,818,Directed,
28,731,Directed,
28,614,Directed,
28,837,Directed,
28,777,Directed,
28,838,Directed,
28,732,Directed,
28,695,Directed,
28,839,Directed,
28,840,Directed,
28,733,Directed,
28,778,Directed,
28,677,Directed,
28,734,Directed,
28,841,Directed,
28,650,Directed,
28,651,Directed,
28,842,Directed,
28,615,Directed,
28,679,Directed,
28,843,Directed,
28,735,Directed,
28,844,Directed,
28,704,Directed,
28,845,Directed,
28,616,Directed,
28,736,Directed,
28,617,Directed,
28,846,Directed,
28,705,Directed,
28,847,Directed,
28,848,Directed,
28,652,Directed,
28,618,Directed,
28,738,Directed,
28,653,Directed,
28,849,Directed,
28,739,Directed,
28,850,Directed,
28,619,Directed,
28,620,Directed,
28,654,Directed,
28,761,Directed,
28,851,Directed,
28,655,Directed,
28,621,Directed,
28,852,Directed,
28,853,Directed,
28,854,Directed,
28,740,Directed,
28,622,Directed,
28,855,Directed,
28,781,Directed,
28,741,Directed,
28,856,Directed,
28,742,Directed,
28,857,Directed,
28,858,Directed,
28,859,Directed,
28,743,Directed,
28,744,Directed,
28,657,Directed,
28,860,Directed,
28,716,Directed,
28,623,Directed,
28,861,Directed,
28,624,Directed,
28,706,Directed,
28,862,Directed,
28,863,Directed,
28,783,Directed,
28,625,Directed,
28,864,Directed,
28,747,Directed,
28,865,Directed,
28,626,Directed,
28,627,Directed,
28,866,Directed,
28,628,Directed,
28,629,Directed,
28,867,Directed,
28,658,Directed,
28,868,Directed,
28,869,Directed,
28,718,Directed,
28,870,Directed,
28,748,Directed,
28,630,Directed,
28,631,Directed,
28,632,Directed,
28,749,Directed,
28,750,Directed,
28,817,Directed,
28,681,Directed,
28,633,Directed,
28,682,Directed,
28,634,Directed,
28,789,Directed,
28,635,Directed,
28,662,Directed,
28,751,Directed,
28,752,Directed,
28,707,Directed,
28,720,Directed,
28,753,Directed,
28,871,Directed,
28,636,Directed,
28,708,Directed,
28,872,Directed,
28,790,Directed,
28,816,Directed,
28,709,Directed,
28,638,Directed,
28,791,Directed,
28,698,Directed,
28,873,Directed,
28,874,Directed,
28,875,Directed,
28,666,Directed,
28,876,Directed,
28,877,Directed,
28,878,Directed,
28,879,Directed,
28,880,Directed,
28,881,Directed,
28,819,Directed,
28,794,Directed,
28,759,Directed,
28,882,Directed,
28,795,Directed,
28,883,Directed,
28,797,Directed,
28,757,Directed,
28,755,Directed,
28,710,Directed,
28,639,Directed,
28,884,Directed,
28,685,Directed,
28,640,Directed,
28,668,Directed,
28,641,Directed,
28,885,Directed,
28,642,Directed,
28,886,Directed,
28,887,Directed,
28,643,Directed,
28,644,Directed,
28,645,Directed,
28,764,Directed,
28,888,Directed,
28,889,Directed,
28,890,Directed,
28,670,Directed,
28,671,Directed,
28,646,Directed,
28,891,Directed,
28,647,Directed,
28,721,Directed,
28,675,Directed,
28,672,Directed,
28,687,Directed,
28,713,Directed,
28,804,Directed,
28,805,Directed,
28,689,Directed,
29,724,Directed,
29,766,Directed,
29,727,Directed,
29,771,Directed,
29,773,Directed,
29,774,Directed,
29,735,Directed,
29,704,Directed,
29,736,Directed,
29,619,Directed,
29,624,Directed,
29,632,Directed,
29,751,Directed,
29,892,Directed,
29,819,Directed,
29,893,Directed,
29,764,Directed,
29,804,Directed,
29,689,Directed,
30,758,Directed,
30,765,Directed,
30,701,Directed,
30,894,Directed,
30,605,Directed,
30,722,Directed,
30,724,Directed,
30,606,Directed,
30,766,Directed,
30,607,Directed,
30,895,Directed,
30,768,Directed,
30,824,Directed,
30,769,Directed,
30,770,Directed,
30,611,Directed,
30,727,Directed,
30,772,Directed,
30,612,Directed,
30,774,Directed,
30,775,Directed,
30,703,Directed,
30,731,Directed,
30,614,Directed,
30,777,Directed,
30,838,Directed,
30,695,Directed,
30,733,Directed,
30,778,Directed,
30,677,Directed,
30,678,Directed,
30,896,Directed,
30,897,Directed,
30,615,Directed,
30,735,Directed,
30,704,Directed,
30,736,Directed,
30,617,Directed,
30,705,Directed,
30,848,Directed,
30,652,Directed,
30,738,Directed,
30,898,Directed,
30,619,Directed,
30,620,Directed,
30,680,Directed,
30,761,Directed,
30,622,Directed,
30,696,Directed,
30,741,Directed,
30,744,Directed,
30,745,Directed,
30,623,Directed,
30,624,Directed,
30,706,Directed,
30,862,Directed,
30,783,Directed,
30,626,Directed,
30,899,Directed,
30,629,Directed,
30,785,Directed,
30,786,Directed,
30,787,Directed,
30,748,Directed,
30,630,Directed,
30,632,Directed,
30,681,Directed,
30,633,Directed,
30,682,Directed,
30,662,Directed,
30,751,Directed,
30,753,Directed,
30,636,Directed,
30,708,Directed,
30,790,Directed,
30,816,Directed,
30,638,Directed,
30,791,Directed,
30,698,Directed,
30,892,Directed,
30,879,Directed,
30,792,Directed,
30,793,Directed,
30,759,Directed,
30,882,Directed,
30,893,Directed,
30,900,Directed,
30,796,Directed,
30,797,Directed,
30,757,Directed,
30,755,Directed,
30,710,Directed,
30,639,Directed,
30,808,Directed,
30,685,Directed,
30,640,Directed,
30,641,Directed,
30,642,Directed,
30,699,Directed,
30,644,Directed,
30,711,Directed,
30,646,Directed,
30,901,Directed,
30,799,Directed,
30,647,Directed,
30,800,Directed,
30,809,Directed,
30,672,Directed,
30,712,Directed,
30,902,Directed,
30,686,Directed,
30,802,Directed,
30,803,Directed,
30,804,Directed,
30,805,Directed,
30,689,Directed,
31,820,Directed,
31,731,Directed,
31,737,Directed,
31,706,Directed,
31,629,Directed,
31,636,Directed,
31,639,Directed,
31,689,Directed,
32,765,Directed,
32,701,Directed,
32,606,Directed,
32,607,Directed,
32,772,Directed,
32,677,Directed,
32,615,Directed,
32,735,Directed,
32,704,Directed,
32,737,Directed,
32,705,Directed,
32,652,Directed,
32,738,Directed,
32,621,Directed,
32,745,Directed,
32,623,Directed,
32,706,Directed,
32,784,Directed,
32,633,Directed,
32,789,Directed,
32,636,Directed,
32,792,Directed,
32,795,Directed,
32,796,Directed,
32,639,Directed,
32,699,Directed,
32,798,Directed,
32,647,Directed,
32,805,Directed,
32,689,Directed,
33,701,Directed,
33,714,Directed,
33,728,Directed,
33,903,Directed,
33,732,Directed,
33,733,Directed,
33,778,Directed,
33,650,Directed,
33,842,Directed,
33,845,Directed,
33,847,Directed,
33,652,Directed,
33,851,Directed,
33,904,Directed,
33,905,Directed,
33,906,Directed,
33,659,Directed,
33,668,Directed,
33,671,Directed,
33,646,Directed,
33,647,Directed,
33,648,Directed,
34,701,Directed,
34,609,Directed,
34,727,Directed,
34,831,Directed,
34,774,Directed,
34,695,Directed,
34,677,Directed,
34,735,Directed,
34,705,Directed,
34,848,Directed,
34,807,Directed,
34,899,Directed,
34,748,Directed,
34,751,Directed,
34,753,Directed,
34,754,Directed,
34,639,Directed,
34,809,Directed,
34,713,Directed,
34,689,Directed,
35,820,Directed,
35,765,Directed,
35,701,Directed,
35,723,Directed,
35,760,Directed,
35,608,Directed,
35,691,Directed,
35,609,Directed,
35,770,Directed,
35,611,Directed,
35,727,Directed,
35,613,Directed,
35,731,Directed,
35,614,Directed,
35,694,Directed,
35,695,Directed,
35,677,Directed,
35,734,Directed,
35,651,Directed,
35,842,Directed,
35,615,Directed,
35,679,Directed,
35,735,Directed,
35,704,Directed,
35,736,Directed,
35,617,Directed,
35,846,Directed,
35,737,Directed,
35,705,Directed,
35,848,Directed,
35,738,Directed,
35,780,Directed,
35,620,Directed,
35,812,Directed,
35,621,Directed,
35,813,Directed,
35,622,Directed,
35,781,Directed,
35,741,Directed,
35,859,Directed,
35,744,Directed,
35,623,Directed,
35,624,Directed,
35,706,Directed,
35,907,Directed,
35,783,Directed,
35,784,Directed,
35,747,Directed,
35,659,Directed,
35,748,Directed,
35,631,Directed,
35,632,Directed,
35,681,Directed,
35,633,Directed,
35,682,Directed,
35,662,Directed,
35,751,Directed,
35,752,Directed,
35,636,Directed,
35,708,Directed,
35,908,Directed,
35,638,Directed,
35,666,Directed,
35,879,Directed,
35,819,Directed,
35,795,Directed,
35,797,Directed,
35,757,Directed,
35,755,Directed,
35,639,Directed,
35,641,Directed,
35,642,Directed,
35,643,Directed,
35,644,Directed,
35,646,Directed,
35,901,Directed,
35,647,Directed,
35,672,Directed,
35,687,Directed,
35,804,Directed,
35,689,Directed,
36,608,Directed,
36,611,Directed,
36,729,Directed,
36,613,Directed,
36,762,Directed,
36,614,Directed,
36,841,Directed,
36,909,Directed,
36,615,Directed,
36,845,Directed,
36,616,Directed,
36,847,Directed,
36,652,Directed,
36,653,Directed,
36,655,Directed,
36,852,Directed,
36,853,Directed,
36,859,Directed,
36,863,Directed,
36,747,Directed,
36,905,Directed,
36,718,Directed,
36,662,Directed,
36,708,Directed,
36,881,Directed,
36,639,Directed,
36,641,Directed,
36,646,Directed,
36,672,Directed,
36,648,Directed,
37,820,Directed,
37,701,Directed,
37,605,Directed,
37,690,Directed,
37,726,Directed,
37,691,Directed,
37,649,Directed,
37,824,Directed,
37,827,Directed,
37,609,Directed,
37,829,Directed,
37,714,Directed,
37,611,Directed,
37,830,Directed,
37,727,Directed,
37,910,Directed,
37,728,Directed,
37,729,Directed,
37,911,Directed,
37,773,Directed,
37,912,Directed,
37,613,Directed,
37,762,Directed,
37,834,Directed,
37,835,Directed,
37,730,Directed,
37,614,Directed,
37,732,Directed,
37,733,Directed,
37,677,Directed,
37,841,Directed,
37,913,Directed,
37,651,Directed,
37,842,Directed,
37,615,Directed,
37,843,Directed,
37,735,Directed,
37,914,Directed,
37,845,Directed,
37,616,Directed,
37,846,Directed,
37,847,Directed,
37,652,Directed,
37,653,Directed,
37,849,Directed,
37,739,Directed,
37,620,Directed,
37,654,Directed,
37,655,Directed,
37,915,Directed,
37,853,Directed,
37,740,Directed,
37,622,Directed,
37,916,Directed,
37,858,Directed,
37,859,Directed,
37,917,Directed,
37,904,Directed,
37,657,Directed,
37,918,Directed,
37,919,Directed,
37,860,Directed,
37,716,Directed,
37,861,Directed,
37,783,Directed,
37,625,Directed,
37,747,Directed,
37,906,Directed,
37,627,Directed,
37,866,Directed,
37,658,Directed,
37,659,Directed,
37,806,Directed,
37,869,Directed,
37,718,Directed,
37,748,Directed,
37,920,Directed,
37,921,Directed,
37,922,Directed,
37,749,Directed,
37,923,Directed,
37,719,Directed,
37,661,Directed,
37,662,Directed,
37,751,Directed,
37,924,Directed,
37,871,Directed,
37,636,Directed,
37,708,Directed,
37,872,Directed,
37,925,Directed,
37,873,Directed,
37,666,Directed,
37,876,Directed,
37,892,Directed,
37,878,Directed,
37,879,Directed,
37,881,Directed,
37,795,Directed,
37,926,Directed,
37,639,Directed,
37,884,Directed,
37,668,Directed,
37,641,Directed,
37,642,Directed,
37,643,Directed,
37,645,Directed,
37,927,Directed,
37,764,Directed,
37,670,Directed,
37,928,Directed,
37,671,Directed,
37,646,Directed,
37,756,Directed,
37,647,Directed,
37,721,Directed,
37,929,Directed,
37,672,Directed,
37,673,Directed,
37,648,Directed,
37,930,Directed,
37,689,Directed,
38,728,Directed,
38,614,Directed,
38,732,Directed,
38,842,Directed,
38,616,Directed,
38,652,Directed,
38,654,Directed,
38,657,Directed,
38,747,Directed,
38,906,Directed,
38,668,Directed,
39,722,Directed,
39,774,Directed,
39,744,Directed,
39,638,Directed,
39,641,Directed,
39,642,Directed,
40,606,Directed,
40,727,Directed,
40,677,Directed,
40,735,Directed,
40,736,Directed,
40,738,Directed,
40,744,Directed,
40,624,Directed,
40,682,Directed,
40,636,Directed,
40,764,Directed,
41,758,Directed,
41,931,Directed,
41,701,Directed,
41,605,Directed,
41,821,Directed,
41,722,Directed,
41,606,Directed,
41,702,Directed,
41,608,Directed,
41,932,Directed,
41,725,Directed,
41,726,Directed,
41,691,Directed,
41,824,Directed,
41,826,Directed,
41,609,Directed,
41,829,Directed,
41,714,Directed,
41,610,Directed,
41,611,Directed,
41,727,Directed,
41,728,Directed,
41,729,Directed,
41,692,Directed,
41,612,Directed,
41,773,Directed,
41,912,Directed,
41,933,Directed,
41,774,Directed,
41,613,Directed,
41,934,Directed,
41,762,Directed,
41,834,Directed,
41,836,Directed,
41,614,Directed,
41,732,Directed,
41,694,Directed,
41,695,Directed,
41,840,Directed,
41,733,Directed,
41,778,Directed,
41,677,Directed,
41,650,Directed,
41,651,Directed,
41,615,Directed,
41,679,Directed,
41,735,Directed,
41,844,Directed,
41,704,Directed,
41,616,Directed,
41,736,Directed,
41,617,Directed,
41,705,Directed,
41,847,Directed,
41,652,Directed,
41,738,Directed,
41,653,Directed,
41,849,Directed,
41,739,Directed,
41,619,Directed,
41,620,Directed,
41,935,Directed,
41,655,Directed,
41,621,Directed,
41,852,Directed,
41,853,Directed,
41,622,Directed,
41,855,Directed,
41,656,Directed,
41,856,Directed,
41,859,Directed,
41,744,Directed,
41,917,Directed,
41,657,Directed,
41,745,Directed,
41,860,Directed,
41,716,Directed,
41,623,Directed,
41,861,Directed,
41,624,Directed,
41,706,Directed,
41,863,Directed,
41,907,Directed,
41,746,Directed,
41,783,Directed,
41,625,Directed,
41,747,Directed,
41,906,Directed,
41,626,Directed,
41,627,Directed,
41,866,Directed,
41,628,Directed,
41,629,Directed,
41,658,Directed,
41,659,Directed,
41,806,Directed,
41,868,Directed,
41,718,Directed,
41,748,Directed,
41,630,Directed,
41,936,Directed,
41,631,Directed,
41,632,Directed,
41,749,Directed,
41,937,Directed,
41,817,Directed,
41,633,Directed,
41,682,Directed,
41,719,Directed,
41,662,Directed,
41,751,Directed,
41,674,Directed,
41,753,Directed,
41,924,Directed,
41,636,Directed,
41,708,Directed,
41,872,Directed,
41,908,Directed,
41,638,Directed,
41,666,Directed,
41,876,Directed,
41,892,Directed,
41,877,Directed,
41,878,Directed,
41,879,Directed,
41,819,Directed,
41,759,Directed,
41,893,Directed,
41,796,Directed,
41,757,Directed,
41,755,Directed,
41,639,Directed,
41,884,Directed,
41,640,Directed,
41,668,Directed,
41,641,Directed,
41,642,Directed,
41,886,Directed,
41,643,Directed,
41,644,Directed,
